	Guage compr	TC Amp 2					TC Amp 3					
Min,Max,Step	
0606	85AD	04E2F7	3.8176	0.076353	1.683353	n/a	02711E	1.9077	0.038154	1.645154	n/a	
0607	85AD	04E2D9	3.8173	0.076346	1.683346	n/a	02727F	1.9119	0.038238	1.645238	n/a	
0608	85AD	04E2FF	3.8177	0.076355	1.683355	n/a	0273F1	1.9163	0.038327	1.645327	n/a	
0609	85AD	04E41F	3.8212	0.076423	1.683423	n/a	0275D0	1.9220	0.038441	1.645441	n/a	
0610	85AD	04E3A4	3.8197	0.076394	1.683394	n/a	027772	1.9270	0.038540	1.645540	n/a	
0611	85AD	04E443	3.8216	0.076432	1.683432	n/a	027878	1.9301	0.038603	1.645603	n/a	
0612	85AD	04E4E2	3.8235	0.076470	1.683470	n/a	027A1F	1.9352	0.038704	1.645704	n/a	
0613	85AD	04E4AF	3.8229	0.076458	1.683458	n/a	027A76	1.9362	0.038724	1.645724	n/a	
0614	85AD	04E4A5	3.8228	0.076455	1.683455	n/a	027B97	1.9397	0.038793	1.645793	n/a	
0615	85AD	04E401	3.8208	0.076416	1.683416	n/a	027D23	1.9444	0.038888	1.645888	n/a	
0616	85AD	04E50C	3.8240	0.076480	1.683480	n/a	027DCD	1.9464	0.038928	1.645928	n/a	
0617	85AD	04E4D3	3.8233	0.076466	1.683466	n/a	027ECC	1.9495	0.038989	1.645989	n/a	
0618	85AD	04E4B5	3.8230	0.076459	1.683459	n/a	027FFC	1.9531	0.039062	1.646062	n/a	
0619	85AD	04E58C	3.8255	0.076510	1.683510	n/a	028102	1.9562	0.039124	1.646124	n/a	
0620	85AD	04E572	3.8252	0.076504	1.683504	n/a	0281C7	1.9585	0.039171	1.646171	n/a	
0621	85AD	04E5E2	3.8265	0.076531	1.683531	n/a	0282D3	1.9617	0.039235	1.646235	n/a	
0622	85AD	04E5B4	3.8260	0.076520	1.683520	n/a	028497	1.9671	0.039343	1.646343	n/a	
0623	85AD	04E5D2	3.8264	0.076527	1.683527	n/a	028574	1.9698	0.039395	1.646395	n/a	
0624	85AD	04E616	3.8272	0.076543	1.683543	n/a	0286C1	1.9737	0.039475	1.646475	n/a	
0625	85AD	04E626	3.8274	0.076547	1.683547	n/a	028783	1.9760	0.039521	1.646521	n/a	
0626	85AD	04E678	3.8283	0.076567	1.683567	n/a	0288B5	1.9797	0.039594	1.646594	n/a	
0627	85AD	04E696	3.8287	0.076574	1.683574	n/a	02899F	1.9825	0.039650	1.646650	n/a	
0628	85AD	04E78A	3.8316	0.076632	1.683632	n/a	028A62	1.9848	0.039696	1.646696	n/a	
0629	85AD	04E790	3.8317	0.076633	1.683633	n/a	028C1B	1.9901	0.039801	1.646801	n/a	
0630	85AD	04E737	3.8306	0.076612	1.683612	n/a	028D86	1.9944	0.039888	1.646888	n/a	
0631	85AD	04E80D	3.8332	0.076663	1.683663	n/a	028DE9	1.9956	0.039912	1.646912	n/a	
0632	85AD	04E7B8	3.8321	0.076643	1.683643	n/a	028F2B	1.9994	0.039988	1.646988	n/a	
0633	85AD	04E861	3.8342	0.076683	1.683683	n/a	028FAF	2.0010	0.040020	1.647020	n/a	
0634	85AD	04E87B	3.8345	0.076689	1.683689	n/a	0290C6	2.0043	0.040086	1.647086	n/a	
0635	85AD	04E87C	3.8345	0.076690	1.683690	n/a	029219	2.0084	0.040167	1.647167	n/a	
0636	85AD	04E84B	3.8339	0.076678	1.683678	n/a	029317	2.0114	0.040228	1.647228	n/a	
0637	85AD	04E8A3	3.8350	0.076699	1.683699	n/a	0293F5	2.0140	0.040281	1.647281	n/a	
0638	85AD	04E93A	3.8368	0.076735	1.683735	n/a	0294DA	2.0168	0.040335	1.647335	n/a	
0639	85AD	04E933	3.8367	0.076733	1.683733	n/a	029519	2.0175	0.040350	1.647350	n/a	
0640	85AD	04E995	3.8378	0.076757	1.683757	n/a	02965B	2.0213	0.040427	1.647427	n/a	
0641	85AD	04E9AA	3.8381	0.076762	1.683762	n/a	0296EC	2.0231	0.040462	1.647462	n/a	
0642	85AD	04E96F	3.8374	0.076748	1.683748	n/a	02978D	2.0250	0.040500	1.647500	n/a	
0643	85AD	04E978	3.8375	0.076750	1.683750	n/a	0298C8	2.0288	0.040575	1.647575	n/a	
0644	85AD	04E9BF	3.8383	0.076767	1.683767	n/a	029982	2.0310	0.040619	1.647619	n/a	
0645	85AD	04EA4A	3.8400	0.076800	1.683800	n/a	0299E6	2.0322	0.040643	1.647643	n/a	
0646	85AD	04EA76	3.8405	0.076810	1.683810	n/a	029B57	2.0366	0.040731	1.647731	n/a	
0647	85AD	04E9AE	3.8381	0.076763	1.683763	n/a	029B8B	2.0372	0.040744	1.647744	n/a	
0648	85AD	04EAEC	3.8419	0.076839	1.683839	n/a	029C72	2.0399	0.040799	1.647799	n/a	
0649	85AD	04EAD3	3.8416	0.076833	1.683833	n/a	029CF7	2.0415	0.040830	1.647830	n/a	
0650	85AD	04EA94	3.8409	0.076818	1.683818	n/a	029DE2	2.0443	0.040886	1.647886	n/a	
0651	85AD	04EAD0	3.8416	0.076832	1.683832	n/a	029E3F	2.0454	0.040909	1.647909	n/a	
0652	85AD	04EB25	3.8426	0.076852	1.683852	n/a	029F62	2.0489	0.040978	1.647978	n/a	
0653	85AD	04EA82	3.8407	0.076813	1.683813	n/a	029FD6	2.0503	0.041006	1.648006	n/a	
0654	85AD	04EB25	3.8426	0.076852	1.683852	n/a	02A03D	2.0515	0.041030	1.648030	n/a	
0655	85AD	04EAE9	3.8419	0.076838	1.683838	n/a	02A0E3	2.0535	0.041070	1.648070	n/a	
0656	85AD	04EB02	3.8422	0.076844	1.683844	n/a	02A22A	2.0574	0.041148	1.648148	n/a	
0657	85AD	04EB15	3.8424	0.076848	1.683848	n/a	02A2E9	2.0597	0.041193	1.648193	n/a	
0658	85AD	04EB58	3.8432	0.076864	1.683864	n/a	02A3BD	2.0622	0.041244	1.648244	n/a	
0659	85AD	04EBC0	3.8445	0.076889	1.683889	n/a	02A495	2.0648	0.041295	1.648295	n/a	
0660	85AD	04EBD2	3.8447	0.076893	1.683893	n/a	02A5DA	2.0686	0.041373	1.648373	n/a	
0661	85AD	04EC72	3.8466	0.076931	1.683931	n/a	02A615	2.0693	0.041387	1.648387	n/a	
0662	85AD	04EC97	3.8470	0.076940	1.683940	n/a	02A741	2.0729	0.041458	1.648458	n/a	
0663	85AD	04ECA7	3.8472	0.076944	1.683944	n/a	02A793	2.0739	0.041478	1.648478	n/a	
0664	85AD	04EC58	3.8463	0.076925	1.683925	n/a	02A8C6	2.0776	0.041551	1.648551	n/a	
0665	85AD	04ECD7	3.8478	0.076956	1.683956	n/a	02A9AE	2.0803	0.041606	1.648606	n/a	
0666	85AD	04ED74	3.8496	0.076993	1.683993	n/a	02A9F7	2.0812	0.041624	1.648624	n/a	
0667	85AD	04ED7C	3.8497	0.076995	1.683995	n/a	02AA9B	2.0831	0.041663	1.648663	n/a	
0668	85AD	04EC8D	3.8469	0.076938	1.683938	n/a	02AB41	2.0851	0.041703	1.648703	n/a	
0669	85AD	04EDC4	3.8506	0.077012	1.684012	n/a	02ABCD	2.0868	0.041736	1.648736	n/a	
0670	85AD	04ED7B	3.8497	0.076995	1.683995	n/a	02AC10	2.0876	0.041752	1.648752	n/a	
0671	85AD	04EDDC	3.8509	0.077018	1.684018	n/a	02AC8A	2.0890	0.041781	1.648781	n/a	
0672	85AD	04ED8F	3.8500	0.076999	1.683999	n/a	02AD91	2.0922	0.041844	1.648844	n/a	
0673	85AD	04ED18	3.8486	0.076971	1.683971	n/a	02ADD6	2.0930	0.041860	1.648860	n/a	
0674	85AD	04ECFD	3.8482	0.076965	1.683965	n/a	02AE31	2.0941	0.041882	1.648882	n/a	
0675	85AD	04ED3B	3.8490	0.076979	1.683979	n/a	02AF6E	2.0979	0.041957	1.648957	n/a	
0676	85AD	04ED40	3.8490	0.076981	1.683981	n/a	02AF39	2.0972	0.041945	1.648945	n/a	
0677	85AD	04EDA0	3.8502	0.077003	1.684003	n/a	02AFDE	2.0992	0.041984	1.648984	n/a	
0678	85AD	04EDF7	3.8512	0.077024	1.684024	n/a	02B0D1	2.1021	0.042042	1.649042	n/a	
0679	85AD	04EDCD	3.8507	0.077014	1.684014	n/a	02B175	2.1041	0.042081	1.649081	n/a	
0680	85AD	04EE44	3.8521	0.077043	1.684043	n/a	02B1CA	2.1051	0.042101	1.649101	n/a	
0681	85AD	04EDF7	3.8512	0.077024	1.684024	n/a	02B22A	2.1062	0.042124	1.649124	n/a	
0682	85AD	04EE0B	3.8514	0.077029	1.684029	n/a	02B2AD	2.1078	0.042156	1.649156	n/a	
0683	85AD	04EE96	3.8531	0.077062	1.684062	n/a	02B3B2	2.1109	0.042218	1.649218	n/a	
0684	85AD	04EE19	3.8516	0.077032	1.684032	n/a	02B43F	2.1126	0.042251	1.649251	n/a	
0685	85AD	04EE25	3.8518	0.077035	1.684035	n/a	02B4B0	2.1139	0.042278	1.649278	n/a	
0686	85AD	04EE5F	3.8525	0.077049	1.684049	n/a	02B521	2.1153	0.042305	1.649305	n/a	
0687	85AD	04EEA4	3.8533	0.077065	1.684065	n/a	02B5C4	2.1172	0.042344	1.649344	n/a	
0688	85AD	04EE60	3.8525	0.077049	1.684049	n/a	02B699	2.1197	0.042395	1.649395	n/a	
0689	85AD	04EECB	3.8537	0.077075	1.684075	n/a	02B746	2.1218	0.042436	1.649436	n/a	
0690	85AD	04EF05	3.8544	0.077089	1.684089	n/a	02B769	2.1222	0.042444	1.649444	n/a	
0691	85AD	04EF01	3.8544	0.077088	1.684088	n/a	02B7B1	2.1231	0.042462	1.649462	n/a	
0692	85AD	04EFBD	3.8566	0.077132	1.684132	n/a	02B894	2.1258	0.042516	1.649516	n/a	
0693	85AD	04EFB7	3.8566	0.077131	1.684131	n/a	02B889	2.1257	0.042513	1.649513	n/a	
0694	85AD	04EF59	3.8554	0.077109	1.684109	n/a	02B92E	2.1276	0.042552	1.649552	n/a	
0695	85AD	04EF55	3.8554	0.077108	1.684108	n/a	02B9B9	2.1293	0.042586	1.649586	n/a	
0696	85AD	04EFF3	3.8573	0.077145	1.684145	n/a	02B9BD	2.1293	0.042587	1.649587	n/a	
0697	85AD	04F010	3.8576	0.077152	1.684152	n/a	02BADC	2.1327	0.042655	1.649655	n/a	
0698	85AD	04F036	3.8581	0.077161	1.684161	n/a	02BADC	2.1327	0.042655	1.649655	n/a	
0699	85AD	04EFEB	3.8572	0.077143	1.684143	n/a	02BAF1	2.1330	0.042660	1.649660	n/a	
0700	85AD	04EFF3	3.8573	0.077145	1.684145	n/a	02BBD2	2.1357	0.042714	1.649714	n/a	
0701	85AD	04EFF5	3.8573	0.077146	1.684146	n/a	02BBB6	2.1353	0.042707	1.649707	n/a	
0702	85AD	04EFCB	3.8568	0.077136	1.684136	n/a	02BC60	2.1374	0.042748	1.649748	n/a	
0703	85AD	04F027	3.8579	0.077158	1.684158	n/a	02BD65	2.1405	0.042810	1.649810	n/a	
0704	85AD	04F04A	3.8583	0.077166	1.684166	n/a	02BD74	2.1407	0.042813	1.649813	n/a	
0705	85AD	04EFF5	3.8573	0.077146	1.684146	n/a	02BE12	2.1425	0.042851	1.649851	n/a	
0706	85AD	04EFC4	3.8567	0.077134	1.684134	n/a	02BE22	2.1427	0.042855	1.649855	n/a	
0707	85AD	04F0CF	3.8599	0.077198	1.684198	n/a	02BEFD	2.1454	0.042907	1.649907	n/a	
0708	85AD	04F029	3.8579	0.077158	1.684158	n/a	02BFBE	2.1477	0.042953	1.649953	n/a	
0709	85AD	04F05F	3.8586	0.077171	1.684171	n/a	02C04A	2.1493	0.042986	1.649986	n/a	
0710	85AD	04F020	3.8578	0.077156	1.684156	n/a	02C093	2.1502	0.043004	1.650004	n/a	
0711	85AD	04F0F8	3.8604	0.077208	1.684208	n/a	02C1AB	2.1535	0.043071	1.650071	n/a	
0712	85AD	04F0E0	3.8601	0.077202	1.684202	n/a	02C1BD	2.1537	0.043075	1.650075	n/a	
0713	85AD	04F0E5	3.8602	0.077203	1.684203	n/a	02C2C2	2.1569	0.043137	1.650137	n/a	
0714	85AD	04F12F	3.8610	0.077221	1.684221	n/a	02C2C7	2.1569	0.043138	1.650138	n/a	
0715	85AD	04F114	3.8607	0.077214	1.684214	n/a	02C381	2.1591	0.043183	1.650183	n/a	
0716	85AD	04F093	3.8592	0.077183	1.684183	n/a	02C416	2.1609	0.043218	1.650218	n/a	
0717	85AD	04F124	3.8609	0.077218	1.684218	n/a	02C3F1	2.1605	0.043209	1.650209	n/a	
0718	85AD	04F117	3.8607	0.077215	1.684215	n/a	02C43E	2.1614	0.043228	1.650228	n/a	
0719	85AD	04F183	3.8620	0.077241	1.684241	n/a	02C455	2.1617	0.043233	1.650233	n/a	
0720	85AD	04F14D	3.8614	0.077228	1.684228	n/a	02C53D	2.1644	0.043288	1.650288	n/a	
0721	85AD	04F15A	3.8615	0.077231	1.684231	n/a	02C557	2.1647	0.043295	1.650295	n/a	
0722	85AD	04F15C	3.8616	0.077231	1.684231	n/a	02C4F6	2.1636	0.043272	1.650272	n/a	
0723	85AD	04F172	3.8618	0.077237	1.684237	n/a	02C55E	2.1648	0.043296	1.650296	n/a	
0724	85AD	04F104	3.8605	0.077210	1.684210	n/a	02C649	2.1676	0.043352	1.650352	n/a	
0725	85AD	04F191	3.8622	0.077244	1.684244	n/a	02C655	2.1678	0.043355	1.650355	n/a	
0726	85AD	04F18D	3.8622	0.077243	1.684243	n/a	02C6E5	2.1695	0.043390	1.650390	n/a	
0727	85AD	04F1C4	3.8628	0.077256	1.684256	n/a	02C70F	2.1700	0.043400	1.650400	n/a	
0728	85AD	04F20B	3.8637	0.077273	1.684273	n/a	02C729	2.1703	0.043406	1.650406	n/a	
0729	85AD	04F1F4	3.8634	0.077268	1.684268	n/a	02C7C7	2.1722	0.043443	1.650443	n/a	
0730	85AD	04F184	3.8620	0.077241	1.684241	n/a	02C775	2.1712	0.043424	1.650424	n/a	
0731	85AD	04F183	3.8620	0.077241	1.684241	n/a	02C80D	2.1730	0.043460	1.650460	n/a	
0732	85AD	04F1DE	3.8631	0.077262	1.684262	n/a	02C858	2.1739	0.043478	1.650478	n/a	
0733	85AD	04F17D	3.8620	0.077239	1.684239	n/a	02C873	2.1742	0.043484	1.650484	n/a	
0734	85AD	04F14F	3.8614	0.077228	1.684228	n/a	02C943	2.1767	0.043534	1.650534	n/a	
0735	85AD	04F1BC	3.8627	0.077254	1.684254	n/a	02C959	2.1770	0.043539	1.650539	n/a	
0736	85AD	04F1CE	3.8629	0.077259	1.684259	n/a	02CA9F	2.1809	0.043617	1.650617	n/a	
0737	85AD	04F1D8	3.8630	0.077261	1.684261	n/a	02CAFB	2.1819	0.043639	1.650639	n/a	
0738	85AD	04F215	3.8638	0.077276	1.684276	n/a	02CB33	2.1826	0.043652	1.650652	n/a	
0739	85AD	04F229	3.8640	0.077280	1.684280	n/a	02CB70	2.1833	0.043667	1.650667	n/a	
0740	85AD	04F1A0	3.8624	0.077248	1.684248	n/a	02CBB4	2.1842	0.043683	1.650683	n/a	
0741	85AD	04F25E	3.8646	0.077293	1.684293	n/a	02CBB9	2.1842	0.043684	1.650684	n/a	
0742	85AD	04F1D8	3.8630	0.077261	1.684261	n/a	02CC5F	2.1862	0.043724	1.650724	n/a	
0743	85AD	04F1EC	3.8633	0.077266	1.684266	n/a	02CD30	2.1887	0.043774	1.650774	n/a	
0744	85AD	04F141	3.8612	0.077225	1.684225	n/a	02CD3E	2.1888	0.043777	1.650777	n/a	
0745	85AD	04F214	3.8638	0.077275	1.684275	n/a	02CDA6	2.1901	0.043802	1.650802	n/a	
0746	85AD	04F21B	3.8638	0.077277	1.684277	n/a	02CE24	2.1916	0.043832	1.650832	n/a	
0747	85AD	04F2A9	3.8655	0.077311	1.684311	n/a	02CE3D	2.1919	0.043838	1.650838	n/a	
0748	85AD	04F237	3.8642	0.077284	1.684284	n/a	02CEBB	2.1934	0.043868	1.650868	n/a	
0749	85AD	04F2D3	3.8660	0.077321	1.684321	n/a	02CECE	2.1936	0.043872	1.650872	n/a	
0750	85AD	04F27A	3.8650	0.077300	1.684300	n/a	02CE56	2.1922	0.043844	1.650844	n/a	
0751	85AD	04F2DE	3.8662	0.077323	1.684323	n/a	02CF16	2.1945	0.043890	1.650890	n/a	
0752	85AD	04F292	3.8653	0.077305	1.684305	n/a	02CEAF	2.1932	0.043865	1.650865	n/a	
0753	85AD	04F2C4	3.8659	0.077317	1.684317	n/a	02CF48	2.1951	0.043901	1.650901	n/a	
0754	85AD	04F1B2	3.8626	0.077252	1.684252	n/a	02CEF0	2.1940	0.043880	1.650880	n/a	
0755	85AD	04F1AC	3.8625	0.077250	1.684250	n/a	02CF2D	2.1948	0.043895	1.650895	n/a	
0756	85AD	04F1EB	3.8633	0.077266	1.684266	n/a	02CF5C	2.1953	0.043906	1.650906	n/a	
0757	85AD	04F11B	3.8608	0.077216	1.684216	n/a	02CF7A	2.1957	0.043913	1.650913	n/a	
0758	85AD	04F1A4	3.8624	0.077249	1.684249	n/a	02CFCD	2.1967	0.043933	1.650933	n/a	
0759	85AD	04F20A	3.8636	0.077273	1.684273	n/a	02D00B	2.1974	0.043948	1.650948	n/a	
0760	85AD	04F21D	3.8639	0.077277	1.684277	n/a	02D0CF	2.1997	0.043995	1.650995	n/a	
0761	85AD	04F229	3.8640	0.077280	1.684280	n/a	02D0A7	2.1993	0.043985	1.650985	n/a	
0762	85AD	04F1C9	3.8629	0.077257	1.684257	n/a	02D128	2.2008	0.044016	1.651016	n/a	
0763	85AD	04F244	3.8643	0.077287	1.684287	n/a	02D0DA	2.1999	0.043997	1.650997	n/a	
0764	85AD	04F227	3.8640	0.077280	1.684280	n/a	02D191	2.2020	0.044041	1.651041	n/a	
0765	85AD	04F22B	3.8640	0.077281	1.684281	n/a	02D186	2.2019	0.044038	1.651038	n/a	
0766	85AD	04F1F9	3.8634	0.077269	1.684269	n/a	02D219	2.2037	0.044073	1.651073	n/a	
0767	85AD	04F246	3.8644	0.077287	1.684287	n/a	02D25B	2.2045	0.044089	1.651089	n/a	
0768	85AD	04F227	3.8640	0.077280	1.684280	n/a	02D22F	2.2039	0.044079	1.651079	n/a	
0769	85AD	04F24E	3.8645	0.077289	1.684289	n/a	02D2EA	2.2062	0.044123	1.651123	n/a	
0770	85AD	04F324	3.8670	0.077340	1.684340	n/a	02D2DC	2.2060	0.044120	1.651120	n/a	
0771	85AD	04F2C5	3.8659	0.077317	1.684317	n/a	02D39D	2.2083	0.044166	1.651166	n/a	
0772	85AD	04F283	3.8651	0.077302	1.684302	n/a	02D344	2.2072	0.044145	1.651145	n/a	
0773	85AD	04F2E1	3.8662	0.077324	1.684324	n/a	02D338	2.2071	0.044142	1.651142	n/a	
0774	85AD	04F287	3.8651	0.077303	1.684303	n/a	02D384	2.2080	0.044160	1.651160	n/a	
0775	85AD	04F2CE	3.8660	0.077320	1.684320	n/a	02D3E4	2.2091	0.044183	1.651183	n/a	
0776	85AD	04F248	3.8644	0.077288	1.684288	n/a	02D417	2.2097	0.044195	1.651195	n/a	
0777	85AD	04F2E0	3.8662	0.077324	1.684324	n/a	02D48B	2.2111	0.044223	1.651223	n/a	
0778	85AD	04F25C	3.8646	0.077292	1.684292	n/a	02D41C	2.2098	0.044196	1.651196	n/a	
0779	85AD	04F2F8	3.8665	0.077330	1.684330	n/a	02D5AB	2.2146	0.044291	1.651291	n/a	
0780	85AD	04F2CD	3.8660	0.077319	1.684319	n/a	02D4B7	2.2117	0.044233	1.651233	n/a	
0781	85AD	04F2AE	3.8656	0.077312	1.684312	n/a	02D584	2.2141	0.044282	1.651282	n/a	
0782	85AD	04F2D2	3.8660	0.077321	1.684321	n/a	02D57F	2.2140	0.044281	1.651281	n/a	
0783	85AD	04F2B4	3.8657	0.077313	1.684313	n/a	02D615	2.2158	0.044317	1.651317	n/a	
0784	85AD	04F348	3.8674	0.077349	1.684349	n/a	02D693	2.2173	0.044347	1.651347	n/a	
0785	85AD	04F3D5	3.8691	0.077382	1.684382	n/a	02D766	2.2198	0.044397	1.651397	n/a	
0786	85AD	04F360	3.8677	0.077354	1.684354	n/a	02D771	2.2200	0.044400	1.651400	n/a	
0787	85AD	04F375	3.8680	0.077359	1.684359	n/a	02D7F4	2.2215	0.044431	1.651431	n/a	
0788	85AD	04F2FB	3.8665	0.077330	1.684330	n/a	02D7D6	2.2212	0.044424	1.651424	n/a	
0789	85AD	04F307	3.8667	0.077333	1.684333	n/a	02D837	2.2223	0.044447	1.651447	n/a	
0790	85AD	04F353	3.8676	0.077351	1.684351	n/a	02D7DD	2.2213	0.044425	1.651425	n/a	
0791	85AD	04F337	3.8672	0.077345	1.684345	n/a	02D832	2.2223	0.044446	1.651446	n/a	
0792	85AD	04F320	3.8670	0.077339	1.684339	n/a	02D849	2.2226	0.044451	1.651451	n/a	
0793	85AD	04F319	3.8669	0.077338	1.684338	n/a	02D855	2.2227	0.044454	1.651454	n/a	
0794	85AD	04F3C6	3.8689	0.077379	1.684379	n/a	02D8DE	2.2243	0.044487	1.651487	n/a	
0795	85AD	04F353	3.8676	0.077351	1.684351	n/a	02D86C	2.2230	0.044459	1.651459	n/a	
0796	85AD	04F3FE	3.8696	0.077392	1.684392	n/a	02D98C	2.2264	0.044528	1.651528	n/a	
0797	85AD	04F3A9	3.8686	0.077372	1.684372	n/a	02D9ED	2.2276	0.044551	1.651551	n/a	
0798	85AD	04F382	3.8681	0.077363	1.684363	n/a	02D9BB	2.2270	0.044539	1.651539	n/a	
0799	85AD	04F2C5	3.8659	0.077317	1.684317	n/a	02DA19	2.2281	0.044562	1.651562	n/a	
0800	85AD	04F38E	3.8683	0.077365	1.684365	n/a	02D9DE	2.2274	0.044548	1.651548	n/a	
0801	85AD	04F30C	3.8667	0.077334	1.684334	n/a	02DA14	2.2280	0.044560	1.651560	n/a	
0802	85AD	04F2B8	3.8657	0.077314	1.684314	n/a	02DAC5	2.2301	0.044603	1.651603	n/a	
0803	85AD	04F321	3.8670	0.077339	1.684339	n/a	02DAFC	2.2308	0.044616	1.651616	n/a	
0804	85AD	04F335	3.8672	0.077344	1.684344	n/a	02DAFD	2.2308	0.044616	1.651616	n/a	
0805	85AD	04F2AF	3.8656	0.077312	1.684312	n/a	02DB29	2.2313	0.044626	1.651626	n/a	
0806	85AD	04F320	3.8670	0.077339	1.684339	n/a	02DB23	2.2313	0.044625	1.651625	n/a	
0807	85AD	04F286	3.8651	0.077302	1.684302	n/a	02DBC2	2.2331	0.044663	1.651663	n/a	
0808	85AD	04F310	3.8668	0.077335	1.684335	n/a	02DBB5	2.2330	0.044660	1.651660	n/a	
0809	85AD	04F336	3.8672	0.077344	1.684344	n/a	02DB9E	2.2327	0.044654	1.651654	n/a	
0810	85AD	04F361	3.8677	0.077355	1.684355	n/a	02DC03	2.2339	0.044678	1.651678	n/a	
0811	85AD	04F312	3.8668	0.077336	1.684336	n/a	02DB98	2.2326	0.044653	1.651653	n/a	
0812	85AD	04F363	3.8678	0.077355	1.684355	n/a	02DC44	2.2347	0.044694	1.651694	n/a	
0813	85AD	04F371	3.8679	0.077358	1.684358	n/a	02DCA5	2.2359	0.044717	1.651717	n/a	
0814	85AD	04F336	3.8672	0.077344	1.684344	n/a	02DCD0	2.2364	0.044727	1.651727	n/a	
0815	85AD	04F347	3.8674	0.077348	1.684348	n/a	02DD34	2.2376	0.044751	1.651751	n/a	
0816	85AD	04F333	3.8672	0.077344	1.684344	n/a	02DCFD	2.2369	0.044738	1.651738	n/a	
0817	85AD	04F338	3.8672	0.077345	1.684345	n/a	02DD01	2.2370	0.044739	1.651739	n/a	
0818	85AD	04F2EA	3.8663	0.077326	1.684326	n/a	02DD92	2.2387	0.044774	1.651774	n/a	
0819	85AD	04F300	3.8666	0.077332	1.684332	n/a	02DDD1	2.2394	0.044789	1.651789	n/a	
0820	85AD	04F3AC	3.8686	0.077373	1.684373	n/a	02DDA2	2.2389	0.044777	1.651777	n/a	
0821	85AD	04F399	3.8684	0.077368	1.684368	n/a	02DE0D	2.2401	0.044803	1.651803	n/a	
0822	85AD	04F332	3.8672	0.077343	1.684343	n/a	02DE48	2.2408	0.044817	1.651817	n/a	
0823	85AD	04F3AD	3.8686	0.077373	1.684373	n/a	02DEDF	2.2426	0.044853	1.651853	n/a	
0824	85AD	04F402	3.8697	0.077393	1.684393	n/a	02DEDD	2.2426	0.044853	1.651853	n/a	
0825	85AD	04F3D4	3.8691	0.077382	1.684382	n/a	02DEE2	2.2427	0.044854	1.651854	n/a	
0826	85AD	04F3F7	3.8695	0.077390	1.684390	n/a	02DF37	2.2437	0.044874	1.651874	n/a	
0827	85AD	04F347	3.8674	0.077348	1.684348	n/a	02DF14	2.2433	0.044866	1.651866	n/a	
0828	85AD	04F366	3.8678	0.077356	1.684356	n/a	02DF63	2.2442	0.044884	1.651884	n/a	
0829	85AD	04F3AB	3.8686	0.077372	1.684372	n/a	02DF3E	2.2438	0.044876	1.651876	n/a	
0830	85AD	04F344	3.8674	0.077348	1.684348	n/a	02DFFC	2.2460	0.044921	1.651921	n/a	
0831	85AD	04F353	3.8676	0.077351	1.684351	n/a	02DF64	2.2442	0.044885	1.651885	n/a	
0832	85AD	04F32B	3.8671	0.077342	1.684342	n/a	02DFD8	2.2456	0.044912	1.651912	n/a	
0833	85AD	04F365	3.8678	0.077356	1.684356	n/a	02DFCC	2.2455	0.044909	1.651909	n/a	
0834	85AD	04F39F	3.8685	0.077369	1.684369	n/a	02DFCD	2.2455	0.044910	1.651910	n/a	
0835	85AD	04F376	3.8680	0.077360	1.684360	n/a	02E036	2.2467	0.044935	1.651935	n/a	
0836	85AD	04F391	3.8683	0.077366	1.684366	n/a	02E09F	2.2480	0.044960	1.651960	n/a	
0837	85AD	04F390	3.8683	0.077366	1.684366	n/a	02E113	2.2494	0.044987	1.651987	n/a	
0838	85AD	04F352	3.8676	0.077351	1.684351	n/a	02E135	2.2498	0.044996	1.651996	n/a	
0839	85AD	04F304	3.8666	0.077333	1.684333	n/a	02E144	2.2500	0.044999	1.651999	n/a	
0840	85AD	04F37A	3.8680	0.077361	1.684361	n/a	02E138	2.2498	0.044996	1.651996	n/a	
0841	85AD	04F331	3.8672	0.077343	1.684343	n/a	02E174	2.2505	0.045011	1.652011	n/a	
0842	85AD	04F2FA	3.8665	0.077330	1.684330	n/a	02E11E	2.2495	0.044990	1.651990	n/a	
0843	85AD	04F347	3.8674	0.077348	1.684348	n/a	02E1FC	2.2521	0.045043	1.652043	n/a	
0844	85AD	04F3A6	3.8686	0.077371	1.684371	n/a	02E23B	2.2529	0.045058	1.652058	n/a	
0845	85AD	04F415	3.8699	0.077398	1.684398	n/a	02E227	2.2527	0.045053	1.652053	n/a	
0846	85AD	04F345	3.8674	0.077348	1.684348	n/a	02E291	2.2539	0.045079	1.652079	n/a	
0847	85AD	04F385	3.8682	0.077363	1.684363	n/a	02E1FA	2.2521	0.045043	1.652043	n/a	
0848	85AD	04F3A7	3.8686	0.077371	1.684371	n/a	02E24A	2.2531	0.045062	1.652062	n/a	
0849	85AD	04F418	3.8699	0.077398	1.684398	n/a	02E26F	2.2535	0.045070	1.652070	n/a	
0850	85AD	04F38D	3.8683	0.077365	1.684365	n/a	02E305	2.2553	0.045106	1.652106	n/a	
0851	85AD	04F3B4	3.8687	0.077374	1.684374	n/a	02E2BA	2.2544	0.045088	1.652088	n/a	
0852	85AD	04F3CC	3.8690	0.077380	1.684380	n/a	02E300	2.2552	0.045105	1.652105	n/a	
0853	85AD	04F417	3.8699	0.077398	1.684398	n/a	02E30F	2.2554	0.045109	1.652109	n/a	
0854	85AD	04F459	3.8707	0.077414	1.684414	n/a	02E2F3	2.2551	0.045102	1.652102	n/a	
