	Guage compr	TC Amp 2					TC Amp 3					
Min,Max,Step	
2475	85FD	DF6499	-25.4742	-0.509485	1.097515	n/a	DDD7CD	-26.6852	-0.533703	1.073297	n/a	
2476	85FD	DF9CA5	-25.3032	-0.506064	1.100936	n/a	DE0E89	-26.5181	-0.530363	1.076637	n/a	
2477	85FD	DFD429	-25.1338	-0.502676	1.104324	n/a	DE4567	-26.3507	-0.527014	1.079986	n/a	
2478	85FD	E00B1C	-24.9661	-0.499322	1.107678	n/a	DE7B7A	-26.1857	-0.523713	1.083287	n/a	
2479	85FD	E04176	-24.8002	-0.496004	1.110996	n/a	DEB083	-26.0238	-0.520476	1.086524	n/a	
2480	85FD	E07656	-24.6389	-0.492777	1.114223	n/a	DEE517	-25.8634	-0.517267	1.089733	n/a	
2481	85FD	E0AB76	-24.4767	-0.489535	1.117465	n/a	DF1972	-25.7036	-0.514072	1.092928	n/a	
2482	85FD	E0DF86	-24.3179	-0.486357	1.120643	n/a	DF4C8E	-25.5476	-0.510952	1.096048	n/a	
2483	85FD	E11331	-24.1602	-0.483203	1.123797	n/a	DF7F5D	-25.3926	-0.507851	1.099149	n/a	
2484	85FD	E14633	-24.0045	-0.480090	1.126910	n/a	DFB245	-25.2372	-0.504744	1.102256	n/a	
2485	85FD	E177F9	-23.8526	-0.477052	1.129948	n/a	DFE260	-25.0904	-0.501808	1.105192	n/a	
2486	85FD	E1AAC8	-23.6976	-0.473951	1.133049	n/a	E0138B	-24.9404	-0.498807	1.108193	n/a	
2487	85FD	E1DB29	-23.5499	-0.470998	1.136002	n/a	E043C2	-24.7932	-0.495864	1.111136	n/a	
2488	85FD	E20BDE	-23.4013	-0.468026	1.138974	n/a	E07345	-24.6482	-0.492964	1.114036	n/a	
2489	85FD	E23B1D	-23.2571	-0.465142	1.141858	n/a	E0A28B	-24.5039	-0.490079	1.116921	n/a	
2490	85FD	E26AE2	-23.1113	-0.462226	1.144774	n/a	E0D161	-24.3610	-0.487220	1.119780	n/a	
2491	85ED	E298D0	-22.9711	-0.459423	1.147577	n/a	E0FEBD	-24.2226	-0.484452	1.122548	n/a	
2492	85ED	E2C695	-22.8315	-0.456629	1.150371	n/a	E12C6C	-24.0832	-0.481664	1.125336	n/a	
2493	85ED	E2F402	-22.6928	-0.453857	1.153143	n/a	E158EA	-23.9474	-0.478948	1.128052	n/a	
2494	85ED	E320D2	-22.5561	-0.451122	1.155878	n/a	E1852A	-23.8124	-0.476247	1.130753	n/a	
2495	85ED	E34D82	-22.4197	-0.448394	1.158606	n/a	E1B0E7	-23.6789	-0.473578	1.133422	n/a	
2496	85ED	E37986	-22.2854	-0.445708	1.161292	n/a	E1DB23	-23.5500	-0.471000	1.136000	n/a	
2497	85ED	E3A482	-22.1542	-0.443084	1.163916	n/a	E205B5	-23.4201	-0.468401	1.138599	n/a	
2498	85ED	E3CFEA	-22.0217	-0.440435	1.166565	n/a	E22FCB	-23.2916	-0.465833	1.141167	n/a	
2499	85AD	E3F94E	-21.8954	-0.437908	1.169092	n/a	E25957	-23.1648	-0.463297	1.143703	n/a	
2500	85AD	E4232A	-21.7677	-0.435354	1.171646	n/a	E2821E	-23.0404	-0.460808	1.146192	n/a	
2501	85AD	E44BB9	-21.6439	-0.432878	1.174122	n/a	E2AA8F	-22.9170	-0.458340	1.148660	n/a	
2502	85AD	E473FA	-21.5211	-0.430421	1.176579	n/a	E2D1AF	-22.7976	-0.455952	1.151048	n/a	
2503	85AD	E49BDB	-21.3994	-0.427987	1.179013	n/a	E2F8DF	-22.6780	-0.453560	1.153440	n/a	
2504	85AD	E4C2E3	-21.2802	-0.425605	1.181395	n/a	E32051	-22.5576	-0.451152	1.155848	n/a	
2505	85AD	E4EAA9	-21.1589	-0.423177	1.183823	n/a	E3481B	-22.4362	-0.448724	1.158276	n/a	
2506	85AD	E510EA	-21.0421	-0.420842	1.186158	n/a	E36DD8	-22.3210	-0.446420	1.160580	n/a	
2507	85AD	E536B2	-20.9268	-0.418536	1.188464	n/a	E393B9	-22.2054	-0.444109	1.162891	n/a	
2508	85AD	E55C45	-20.8122	-0.416243	1.190757	n/a	E3B7DE	-22.0951	-0.441902	1.165098	n/a	
2509	85AD	E581C6	-20.6977	-0.413954	1.193046	n/a	E3DC53	-21.9839	-0.439677	1.167323	n/a	
2510	85AD	E5A5C8	-20.5878	-0.411756	1.195244	n/a	E3FFBC	-21.8758	-0.437516	1.169484	n/a	
2511	85AD	E5C9F1	-20.4775	-0.409549	1.197451	n/a	E422E9	-21.7685	-0.435369	1.171631	n/a	
2512	85AD	E5EDBD	-20.3682	-0.407364	1.199636	n/a	E4475A	-21.6572	-0.433145	1.173855	n/a	
2513	85AD	E610B0	-20.2616	-0.405231	1.201769	n/a	E46A1B	-21.5512	-0.431024	1.175976	n/a	
2514	85AD	E63473	-20.1524	-0.403049	1.203951	n/a	E48C36	-21.4471	-0.428942	1.178058	n/a	
2515	85AD	E65683	-20.0485	-0.400970	1.206030	n/a	E4AE24	-21.3436	-0.426871	1.180129	n/a	
2516	85AD	E6784F	-19.9453	-0.398907	1.208093	n/a	E4CF77	-21.2419	-0.424837	1.182163	n/a	
2517	85AD	E69945	-19.8447	-0.396895	1.210105	n/a	E4F0DD	-21.1399	-0.422799	1.184201	n/a	
2518	85AD	E6BA93	-19.7431	-0.394862	1.212138	n/a	E510AE	-21.0428	-0.420857	1.186143	n/a	
2519	85AD	E6DA2A	-19.6467	-0.392934	1.214066	n/a	E530FC	-20.9443	-0.418885	1.188115	n/a	
2520	85AD	E6FABC	-19.5473	-0.390946	1.216054	n/a	E550E3	-20.8469	-0.416938	1.190062	n/a	
2521	85AD	E71ACC	-19.4495	-0.388989	1.218011	n/a	E56FC0	-20.7527	-0.415054	1.191946	n/a	
2522	85AD	E73A00	-19.3542	-0.387085	1.219915	n/a	E58EDA	-20.6578	-0.413156	1.193844	n/a	
2523	85AD	E75900	-19.2596	-0.385193	1.221807	n/a	E5ACEF	-20.5660	-0.411320	1.195680	n/a	
2524	85AD	E77785	-19.1665	-0.383330	1.223670	n/a	E5CB4D	-20.4733	-0.409466	1.197534	n/a	
2525	85AD	E794D1	-19.0771	-0.381542	1.225458	n/a	E5E8AD	-20.3837	-0.407673	1.199327	n/a	
2526	85AD	E7B2DD	-18.9854	-0.379708	1.227292	n/a	E60633	-20.2936	-0.405871	1.201129	n/a	
2527	85AD	E7D024	-18.8960	-0.377921	1.229079	n/a	E6238A	-20.2040	-0.404081	1.202919	n/a	
2528	85AD	E7ECE6	-18.8083	-0.376166	1.230834	n/a	E6408A	-20.1155	-0.402311	1.204689	n/a	
2529	85AD	E809BC	-18.7203	-0.374406	1.232594	n/a	E65CC8	-20.0293	-0.400587	1.206413	n/a	
2530	85AD	E8267C	-18.6325	-0.372651	1.234349	n/a	E678D7	-19.9437	-0.398874	1.208126	n/a	
2531	85AD	E841FD	-18.5486	-0.370972	1.236028	n/a	E69424	-19.8604	-0.397208	1.209792	n/a	
2532	85AD	E85D38	-18.4655	-0.369310	1.237690	n/a	E6AEC2	-19.7792	-0.395583	1.211417	n/a	
2533	85AD	E8789D	-18.3819	-0.367638	1.239362	n/a	E6CA27	-19.6956	-0.393911	1.213089	n/a	
2534	85AD	E89364	-18.3002	-0.366004	1.240996	n/a	E6E460	-19.6155	-0.392311	1.214689	n/a	
2535	85AD	E8AE24	-18.2186	-0.364371	1.242629	n/a	E6FE82	-19.5358	-0.390716	1.216284	n/a	
2536	85AD	E8C7F1	-18.1398	-0.362796	1.244204	n/a	E7183B	-19.4573	-0.389146	1.217854	n/a	
2537	85AD	E8E215	-18.0600	-0.361201	1.245799	n/a	E731A5	-19.3797	-0.387595	1.219405	n/a	
2538	85AD	E8FB40	-17.9832	-0.359665	1.247335	n/a	E74AA0	-19.3035	-0.386070	1.220930	n/a	
2539	85AD	E9147D	-17.9062	-0.358124	1.248876	n/a	E763C3	-19.2268	-0.384536	1.222464	n/a	
2540	85AD	E92D74	-17.8300	-0.356601	1.250399	n/a	E77C50	-19.1519	-0.383037	1.223963	n/a	
2541	85AD	E946C1	-17.7528	-0.355056	1.251944	n/a	E794DC	-19.0770	-0.381539	1.225461	n/a	
2542	85AD	E95ED9	-17.6793	-0.353586	1.253414	n/a	E7ACAC	-19.0043	-0.380086	1.226914	n/a	
2543	85AD	E975D0	-17.6092	-0.352184	1.254816	n/a	E7C4A4	-18.9311	-0.378623	1.228377	n/a	
2544	85AD	E98E25	-17.5349	-0.350699	1.256301	n/a	E7DBF4	-18.8600	-0.377200	1.229800	n/a	
2545	85AD	E9A593	-17.4634	-0.349269	1.257731	n/a	E7F272	-18.7914	-0.375827	1.231173	n/a	
2546	85AD	E9BCD6	-17.3925	-0.347849	1.259151	n/a	E809C1	-18.7202	-0.374404	1.232596	n/a	
2547	85AD	E9D377	-17.3234	-0.346468	1.260532	n/a	E81FBC	-18.6531	-0.373063	1.233937	n/a	
2548	85AD	E9E9DA	-17.2551	-0.345102	1.261898	n/a	E835E9	-18.5855	-0.371709	1.235291	n/a	
2549	85AD	E9FFBB	-17.1883	-0.343766	1.263234	n/a	E84C09	-18.5179	-0.370359	1.236641	n/a	
2550	85AD	EA1664	-17.1192	-0.342383	1.264617	n/a	E86192	-18.4522	-0.369045	1.237955	n/a	
2551	85AD	EA2B8B	-17.0546	-0.341092	1.265908	n/a	E87716	-18.3866	-0.367731	1.239269	n/a	
2552	85AD	EA40C6	-16.9898	-0.339796	1.267204	n/a	E88B93	-18.3240	-0.366481	1.240519	n/a	
2553	85AD	EA5597	-16.9263	-0.338526	1.268474	n/a	E8A0BC	-18.2595	-0.365189	1.241811	n/a	
2554	85AD	EA6A99	-16.8622	-0.337244	1.269756	n/a	E8B5D1	-18.1951	-0.363903	1.243097	n/a	
2555	85AD	EA7E60	-16.8018	-0.336036	1.270964	n/a	E8C982	-18.1350	-0.362701	1.244299	n/a	
2556	85AD	EA92B6	-16.7398	-0.334795	1.272205	n/a	E8DD70	-18.0742	-0.361484	1.245516	n/a	
2557	85AD	EAA6D7	-16.6783	-0.333567	1.273433	n/a	E8F157	-18.0135	-0.360270	1.246730	n/a	
2558	85AD	EABAAC	-16.6178	-0.332356	1.274644	n/a	E904D6	-17.9540	-0.359080	1.247920	n/a	
2559	85AD	EACDE9	-16.5591	-0.331182	1.275818	n/a	E917A8	-17.8965	-0.357931	1.249069	n/a	
2560	85AD	EAE0D3	-16.5014	-0.330028	1.276972	n/a	E92B73	-17.8361	-0.356723	1.250277	n/a	
2561	85AD	EAF41E	-16.4425	-0.328850	1.278150	n/a	E93E37	-17.7789	-0.355578	1.251422	n/a	
2562	85AD	EB06F7	-16.3850	-0.327700	1.279300	n/a	E9505A	-17.7235	-0.354471	1.252529	n/a	
2563	85AD	EB199D	-16.3281	-0.326561	1.280439	n/a	E962EC	-17.6669	-0.353337	1.253663	n/a	
2564	85AD	EB2BC6	-16.2727	-0.325453	1.281547	n/a	E97519	-17.6114	-0.352228	1.254772	n/a	
2565	85AD	EB3DD9	-16.2175	-0.324350	1.282650	n/a	E986E3	-17.5571	-0.351142	1.255858	n/a	
2566	85AD	EB4F8D	-16.1635	-0.323269	1.283731	n/a	E997F4	-17.5050	-0.350100	1.256900	n/a	
2567	85AD	EB612C	-16.1097	-0.322194	1.284806	n/a	E9AA06	-17.4499	-0.348997	1.258003	n/a	
2568	85AD	EB7284	-16.0568	-0.321135	1.285865	n/a	E9BB45	-17.3972	-0.347945	1.259055	n/a	
2569	85AD	EB83DC	-16.0038	-0.320077	1.286923	n/a	E9CBFA	-17.3463	-0.346925	1.260075	n/a	
2570	85AD	EB94CF	-15.9521	-0.319042	1.287958	n/a	E9DCBD	-17.2951	-0.345902	1.261098	n/a	
2571	85AD	EBA589	-15.9011	-0.318021	1.288979	n/a	E9ED14	-17.2452	-0.344905	1.262095	n/a	
2572	85AD	EBB61D	-15.8505	-0.317009	1.289991	n/a	E9FDAF	-17.1946	-0.343891	1.263109	n/a	
2573	85AD	EBC6B7	-15.7998	-0.315996	1.291004	n/a	EA0E35	-17.1441	-0.342883	1.264117	n/a	
2574	85AD	EBD6E6	-15.7504	-0.315008	1.291992	n/a	EA1D92	-17.0972	-0.341945	1.265055	n/a	
2575	85AD	EBE647	-15.7035	-0.314070	1.292930	n/a	EA2D4E	-17.0492	-0.340985	1.266015	n/a	
2576	85AD	EBF69F	-15.6536	-0.313072	1.293928	n/a	EA3DC5	-16.9990	-0.339980	1.267020	n/a	
2577	85AD	EC0604	-15.6066	-0.312133	1.294867	n/a	EA4CB2	-16.9534	-0.339069	1.267931	n/a	
2578	85AD	EC1584	-15.5593	-0.311187	1.295813	n/a	EA5C03	-16.9067	-0.338134	1.268866	n/a	
2579	85AD	EC24B2	-15.5130	-0.310260	1.296740	n/a	EA6B63	-16.8598	-0.337195	1.269805	n/a	
2580	85AD	EC33FF	-15.4663	-0.309326	1.297674	n/a	EA7A96	-16.8134	-0.336268	1.270732	n/a	
2581	85AD	EC42E9	-15.4208	-0.308416	1.298584	n/a	EA88AA	-16.7704	-0.335408	1.271592	n/a	
2582	85AD	EC5156	-15.3768	-0.307535	1.299465	n/a	EA9751	-16.7257	-0.334514	1.272486	n/a	
2583	85AD	EC6059	-15.3310	-0.306619	1.300381	n/a	EAA5BE	-16.6817	-0.333634	1.273366	n/a	
2584	85AD	EC6D0F	-15.2922	-0.305843	1.301157	n/a	EAB2CC	-16.6418	-0.332837	1.274163	n/a	
2585	85AD	EC739E	-15.2722	-0.305443	1.301557	n/a	EAB96B	-16.6216	-0.332433	1.274567	n/a	
2586	85AD	EC711B	-15.2798	-0.305596	1.301404	n/a	EAB851	-16.6250	-0.332500	1.274500	n/a	
2587	85AD	EC6646	-15.3129	-0.306258	1.300742	n/a	EAB072	-16.6490	-0.332980	1.274020	n/a	
2588	85AD	EC5679	-15.3611	-0.307222	1.299778	n/a	EAA25E	-16.6920	-0.333840	1.273160	n/a	
2589	85AD	EC4178	-15.4252	-0.308504	1.298496	n/a	EA8FE4	-16.7484	-0.334967	1.272033	n/a	
2590	85FD	BA5CDE	-54.4041	-1.088082	0.518918	n/a	AB9864	-65.9412	-1.318824	0.288176	n/a	
2591	85FD	9EE076	-75.8775	-1.517550	0.089450	n/a	9DA5D7	-76.8376	-1.536753	0.070247	n/a	
2592	857D	9D40B4	-77.1463	-1.542926	0.064074	n/a	9CAD81	-77.5955	-1.551910	0.055090	n/a	
2593	855D	9CEE9E	-77.3968	-1.547936	0.059064	n/a	9C68F7	-77.8047	-1.556093	0.050907	n/a	
2594	855D	9CC694	-77.5190	-1.550380	0.056620	n/a	9C4526	-77.9140	-1.558279	0.048721	n/a	
2595	855D	9CAE82	-77.5924	-1.551849	0.055151	n/a	9C2EC1	-77.9823	-1.559646	0.047354	n/a	
2596	855D	9C9F0B	-77.6396	-1.552793	0.054207	n/a	9C202A	-78.0268	-1.560537	0.046463	n/a	
2597	855D	9C936F	-77.6751	-1.553501	0.053499	n/a	9C151E	-78.0606	-1.561211	0.045789	n/a	
2598	855D	9C8B53	-77.6998	-1.553996	0.053004	n/a	9C0D0F	-78.0851	-1.561703	0.045297	n/a	
2599	855D	9C847B	-77.7207	-1.554414	0.052586	n/a	9C06CD	-78.1042	-1.562085	0.044915	n/a	
2600	855D	9C7FBD	-77.7352	-1.554703	0.052297	n/a	9C0262	-78.1177	-1.562355	0.044645	n/a	
2601	855D	9C7B5B	-77.7485	-1.554971	0.052029	n/a	9BFE4C	-78.1302	-1.562604	0.044396	n/a	
2602	855D	9C782A	-77.7583	-1.555166	0.051834	n/a	9BFA80	-78.1418	-1.562836	0.044164	n/a	
2603	855D	9C7573	-77.7666	-1.555331	0.051669	n/a	9BF7DA	-78.1499	-1.562997	0.044003	n/a	
2604	855D	9C733E	-77.7733	-1.555466	0.051534	n/a	9BF562	-78.1574	-1.563148	0.043852	n/a	
2605	855D	9C70F3	-77.7803	-1.555606	0.051394	n/a	9BF349	-78.1638	-1.563276	0.043724	n/a	
2606	855D	9C6F75	-77.7849	-1.555697	0.051303	n/a	9BF13A	-78.1701	-1.563402	0.043598	n/a	
2607	855D	9C6D58	-77.7913	-1.555826	0.051174	n/a	9BF01F	-78.1735	-1.563469	0.043531	n/a	
2608	855D	9C6C4D	-77.7945	-1.555890	0.051110	n/a	9BEE71	-78.1786	-1.563572	0.043428	n/a	
2609	855D	9C6B29	-77.7980	-1.555959	0.051041	n/a	9BEDDA	-78.1804	-1.563608	0.043392	n/a	
2610	855D	9C6A2F	-77.8010	-1.556019	0.050981	n/a	9BEC35	-78.1854	-1.563708	0.043292	n/a	
2611	855D	9C697E	-77.8031	-1.556061	0.050939	n/a	9BEB47	-78.1882	-1.563765	0.043235	n/a	
2612	855D	9C6864	-77.8064	-1.556128	0.050872	n/a	9BEA3F	-78.1914	-1.563828	0.043172	n/a	
2613	855D	9C672C	-77.8101	-1.556203	0.050797	n/a	9BE969	-78.1939	-1.563879	0.043121	n/a	
2614	855D	9C663F	-77.8130	-1.556259	0.050741	n/a	9BE7D3	-78.1988	-1.563976	0.043024	n/a	
2615	855D	9C6533	-77.8162	-1.556323	0.050677	n/a	9BE751	-78.2003	-1.564007	0.042993	n/a	
2616	855D	9C649E	-77.8179	-1.556359	0.050641	n/a	9BE6F8	-78.2014	-1.564028	0.042972	n/a	
2617	855D	9C63A9	-77.8209	-1.556417	0.050583	n/a	9BE5CC	-78.2050	-1.564099	0.042901	n/a	
2618	855D	9C6381	-77.8213	-1.556427	0.050573	n/a	9BE508	-78.2073	-1.564146	0.042854	n/a	
2619	855D	9C62C2	-77.8236	-1.556472	0.050528	n/a	9BE455	-78.2094	-1.564189	0.042811	n/a	
2620	855D	9C6204	-77.8259	-1.556518	0.050482	n/a	9BE428	-78.2100	-1.564199	0.042801	n/a	
2621	855D	9C61C7	-77.8266	-1.556532	0.050468	n/a	9BE399	-78.2117	-1.564233	0.042767	n/a	
2622	855D	9C6199	-77.8272	-1.556543	0.050457	n/a	9BE2A8	-78.2145	-1.564291	0.042709	n/a	
2623	855D	9C60A8	-77.8300	-1.556601	0.050399	n/a	9BE277	-78.2151	-1.564303	0.042697	n/a	
2624	855D	9C6065	-77.8308	-1.556616	0.050384	n/a	9BE220	-78.2162	-1.564323	0.042677	n/a	
2625	855D	9C5FF5	-77.8322	-1.556643	0.050357	n/a	9BE170	-78.2183	-1.564365	0.042635	n/a	
2626	855D	9C5F6E	-77.8338	-1.556675	0.050325	n/a	9BE096	-78.2209	-1.564417	0.042583	n/a	
2627	855D	9C5FE6	-77.8323	-1.556647	0.050353	n/a	9BE0AA	-78.2206	-1.564413	0.042587	n/a	
2628	855D	9C5FB5	-77.8329	-1.556658	0.050342	n/a	9BE052	-78.2217	-1.564434	0.042566	n/a	
2629	855D	9C5F28	-77.8346	-1.556692	0.050308	n/a	9BE0AE	-78.2206	-1.564412	0.042588	n/a	
2630	855D	9C5EAD	-77.8361	-1.556721	0.050279	n/a	9BDFBE	-78.2234	-1.564469	0.042531	n/a	
2631	855D	9C5F33	-77.8345	-1.556689	0.050311	n/a	9BDF5D	-78.2246	-1.564492	0.042508	n/a	
2632	855D	9C5E6A	-77.8369	-1.556737	0.050263	n/a	9BDFB8	-78.2235	-1.564470	0.042530	n/a	
2633	855D	9C5EDC	-77.8355	-1.556710	0.050290	n/a	9BDF1F	-78.2253	-1.564507	0.042493	n/a	
2634	855D	9C5EAD	-77.8361	-1.556721	0.050279	n/a	9BDF59	-78.2246	-1.564493	0.042507	n/a	
2635	855D	9C5E35	-77.8375	-1.556750	0.050250	n/a	9BDF30	-78.2251	-1.564503	0.042497	n/a	
2636	855D	9C40B8	-77.9275	-1.558550	0.048450	n/a	9BBE44	-78.3256	-1.566512	0.040488	n/a	
2637	855D	9B2295	-78.8007	-1.576014	0.030986	n/a	999B6A	-79.9945	-1.599889	0.007111	n/a	
2638	855D	9B5F82	-78.6148	-1.572296	0.034704	n/a	9AE648	-78.9847	-1.579695	0.027305	n/a	
2639	855D	9B9CDA	-78.4276	-1.568551	0.038449	n/a	9B1EB5	-78.8125	-1.576251	0.030749	n/a	
2640	855D	9BC76C	-78.2977	-1.565953	0.041047	n/a	9B4A04	-78.6804	-1.573607	0.033393	n/a	
2641	855D	9BE95B	-78.1941	-1.563882	0.043118	n/a	9B6D04	-78.5736	-1.571471	0.035529	n/a	
2642	855D	9C0727	-78.1032	-1.562063	0.044937	n/a	9B8B4D	-78.4811	-1.569623	0.037377	n/a	
2643	855D	9C20D2	-78.0248	-1.560497	0.046503	n/a	9BA593	-78.4010	-1.568019	0.038981	n/a	
2644	855D	9C3845	-77.9533	-1.559066	0.047934	n/a	9BBDE6	-78.3267	-1.566534	0.040466	n/a	
2645	855D	9C4EEA	-77.8842	-1.557683	0.049317	n/a	9BD505	-78.2562	-1.565123	0.041877	n/a	
2646	855D	9C659F	-77.8149	-1.556297	0.050703	n/a	9BED20	-78.1826	-1.563652	0.043348	n/a	
2647	855D	9C7D67	-77.7423	-1.554846	0.052154	n/a	9C056E	-78.1084	-1.562169	0.044831	n/a	
2648	855D	9C9614	-77.6670	-1.553340	0.053660	n/a	9C1EF6	-78.0305	-1.560610	0.046390	n/a	
2649	855D	9CB087	-77.5863	-1.551726	0.055274	n/a	9C3A89	-77.9464	-1.558927	0.048073	n/a	
2650	855D	9CCC5D	-77.5013	-1.550027	0.056973	n/a	9C58A4	-77.8545	-1.557090	0.049910	n/a	
2651	855D	9CEB4D	-77.4069	-1.548138	0.058862	n/a	9C77A5	-77.7599	-1.555197	0.051803	n/a	
2652	855D	9D0CE5	-77.3044	-1.546088	0.060912	n/a	9C98F1	-77.6583	-1.553165	0.053835	n/a	
2653	855D	9D2FEE	-77.1975	-1.543950	0.063050	n/a	9CBD33	-77.5476	-1.550952	0.056048	n/a	
2654	855D	9D553A	-77.0837	-1.541673	0.065327	n/a	9CE39F	-77.4304	-1.548607	0.058393	n/a	
2655	855D	9D7D4E	-76.9613	-1.539227	0.067773	n/a	9D0C31	-77.3065	-1.546131	0.060869	n/a	
2656	855D	9DA736	-76.8335	-1.536669	0.070331	n/a	9D3715	-77.1757	-1.543513	0.063487	n/a	
2657	855D	9DD32A	-76.6993	-1.533987	0.073013	n/a	9D63BB	-77.0394	-1.540788	0.066212	n/a	
2658	855D	9E0183	-76.5579	-1.531158	0.075842	n/a	9D92AE	-76.8961	-1.537922	0.069078	n/a	
2659	855D	9E31A8	-76.4110	-1.528219	0.078781	n/a	9DC414	-76.7454	-1.534907	0.072093	n/a	
2660	857D	9E77F4	-76.1964	-1.523929	0.083071	n/a	9DF6C7	-76.5906	-1.531813	0.075187	n/a	
2661	857D	9EABC4	-76.0383	-1.520766	0.086234	n/a	9E2B79	-76.4298	-1.528597	0.078403	n/a	
2662	85FD	9EE1B9	-75.8736	-1.517473	0.089527	n/a	9E760D	-76.2022	-1.524045	0.082955	n/a	
2663	85FD	9F19FC	-75.7019	-1.514039	0.092961	n/a	9EAF17	-76.0282	-1.520563	0.086437	n/a	
2664	85FD	9F5423	-75.5245	-1.510490	0.096510	n/a	9EE97C	-75.8500	-1.516999	0.090001	n/a	
2665	85FD	9F903A	-75.3411	-1.506822	0.100178	n/a	9F261A	-75.6650	-1.513299	0.093701	n/a	
2666	85FD	9FCD7A	-75.1542	-1.503084	0.103916	n/a	9F6493	-75.4743	-1.509486	0.097514	n/a	
2667	85FD	A00C60	-74.9622	-1.499245	0.107755	n/a	9FA4CC	-75.2783	-1.505567	0.101433	n/a	
2668	85FD	A04D94	-74.7632	-1.495265	0.111735	n/a	9FE69B	-75.0775	-1.501550	0.105450	n/a	
2669	85FD	A09027	-74.5601	-1.491202	0.115798	n/a	A029EC	-74.8721	-1.497441	0.109559	n/a	
2670	85FD	A0D496	-74.3512	-1.487025	0.119975	n/a	A06E66	-74.6631	-1.493262	0.113738	n/a	
2671	85FD	A11B08	-74.1363	-1.482725	0.124275	n/a	A0B659	-74.4435	-1.488870	0.118130	n/a	
2672	85FD	A16312	-73.9164	-1.478328	0.128672	n/a	A0FE27	-74.2244	-1.484488	0.122512	n/a	
2673	85FD	A1ACA3	-73.6919	-1.473838	0.133162	n/a	A14878	-73.9976	-1.479952	0.127048	n/a	
2674	85FD	A1F8A9	-73.4599	-1.469198	0.137802	n/a	A19439	-73.7664	-1.475328	0.131672	n/a	
2675	85FD	A245C9	-73.2245	-1.464491	0.142509	n/a	A1E1A8	-73.5301	-1.470602	0.136398	n/a	
2676	85FD	A2942B	-72.9853	-1.459706	0.147294	n/a	A23055	-73.2900	-1.465800	0.141200	n/a	
2677	85FD	A2E46C	-72.7404	-1.454808	0.152192	n/a	A28113	-73.0436	-1.460872	0.146128	n/a	
2678	85FD	A336DB	-72.4888	-1.449777	0.157223	n/a	A2D400	-72.7905	-1.455810	0.151190	n/a	
2679	85FD	A38A8B	-72.2334	-1.444669	0.162331	n/a	A32777	-72.5358	-1.450716	0.156284	n/a	
2680	85FD	A3DF86	-71.9741	-1.439482	0.167518	n/a	A37C9F	-72.2759	-1.445519	0.161481	n/a	
2681	85FD	A43678	-71.7088	-1.434175	0.172825	n/a	A3D38A	-72.0107	-1.440214	0.166786	n/a	
2682	85FD	A48F70	-71.4373	-1.428745	0.178255	n/a	A42C31	-71.7401	-1.434803	0.172197	n/a	
2683	85FD	A4E990	-71.1622	-1.423244	0.183756	n/a	A48594	-71.4673	-1.429347	0.177653	n/a	
2684	85FD	A544F9	-70.8833	-1.417665	0.189335	n/a	A4E07E	-71.1899	-1.423798	0.183202	n/a	
2685	85FD	A5A16A	-70.6011	-1.412023	0.194977	n/a	A53CD9	-70.9081	-1.418161	0.188839	n/a	
2686	85FD	A5FFF6	-70.3126	-1.406252	0.200748	n/a	A59B46	-70.6199	-1.412398	0.194602	n/a	
2687	85FD	A65F7A	-70.0211	-1.400423	0.206577	n/a	A5FB11	-70.3276	-1.406551	0.200449	n/a	
2688	85FD	A6C0DC	-69.7239	-1.394479	0.212521	n/a	A65C65	-70.0305	-1.400611	0.206389	n/a	
2689	85FD	A723CE	-69.4220	-1.388440	0.218560	n/a	A6BE10	-69.7325	-1.394649	0.212351	n/a	
2690	85FD	A787B6	-69.1171	-1.382342	0.224658	n/a	A720CE	-69.4311	-1.388623	0.218377	n/a	
2691	85FD	A7ED57	-68.8069	-1.376139	0.230861	n/a	A78654	-69.1213	-1.382426	0.224574	n/a	
2692	85FD	A85402	-68.4936	-1.369872	0.237128	n/a	A7EC6A	-68.8098	-1.376195	0.230805	n/a	
2693	85FD	A8BC31	-68.1757	-1.363514	0.243486	n/a	A8530D	-68.4965	-1.369931	0.237069	n/a	
2694	85FD	A925AE	-67.8538	-1.357075	0.249925	n/a	A8BB5E	-68.1782	-1.363564	0.243436	n/a	
2695	85FD	A99026	-67.5288	-1.350577	0.256423	n/a	A92501	-67.8558	-1.357116	0.249884	n/a	
2696	85FD	A9FC46	-67.1989	-1.343977	0.263023	n/a	A98FAF	-67.5303	-1.350605	0.256395	n/a	
2697	85FD	AA68F0	-66.8673	-1.337345	0.269655	n/a	A9FBC2	-67.2004	-1.344009	0.262991	n/a	
2698	85FD	AAD6E8	-66.5317	-1.330633	0.276367	n/a	AA677B	-66.8717	-1.337434	0.269566	n/a	
2699	85FD	AB456F	-66.1944	-1.323887	0.283113	n/a	AAD51A	-66.5372	-1.330743	0.276257	n/a	
2700	85FD	ABB7A2	-65.8458	-1.316917	0.290083	n/a	AB4943	-66.1827	-1.323653	0.283347	n/a	
2701	85FD	AC279E	-65.5041	-1.310082	0.296918	n/a	ABB5BC	-65.8516	-1.317033	0.289967	n/a	
2702	85FD	AC997D	-65.1566	-1.303132	0.303868	n/a	AC25D5	-65.5095	-1.310191	0.296809	n/a	
