	Guage compr	TC Amp 2					TC Amp 3					
3808	85AD	F5503F	-8.3488	-0.166977	1.440023	n/a	F34BF5	-9.9244	-0.198489	1.408511	n/a	
3809	85AD	F5515F	-8.3454	-0.166908	1.440092	n/a	F34D77	-9.9198	-0.198397	1.408603	n/a	
3810	85AD	F5523A	-8.3428	-0.166856	1.440144	n/a	F34E46	-9.9174	-0.198347	1.408653	n/a	
3811	85AD	F552F4	-8.3406	-0.166812	1.440188	n/a	F34F35	-9.9145	-0.198290	1.408710	n/a	
3812	85AD	F5535C	-8.3393	-0.166787	1.440213	n/a	F34FC1	-9.9128	-0.198257	1.408743	n/a	
3813	85AD	F553E1	-8.3378	-0.166755	1.440245	n/a	F35035	-9.9115	-0.198229	1.408771	n/a	
3814	85AD	F555B2	-8.3322	-0.166644	1.440356	n/a	F35094	-9.9103	-0.198207	1.408793	n/a	
3815	85AD	F55644	-8.3305	-0.166610	1.440390	n/a	F3513D	-9.9083	-0.198166	1.408834	n/a	
3816	85AD	F5570B	-8.3281	-0.166562	1.440438	n/a	F351D1	-9.9066	-0.198131	1.408869	n/a	
3817	85AD	F55775	-8.3268	-0.166537	1.440463	n/a	F35353	-9.9020	-0.198039	1.408961	n/a	
3818	85AD	F5587B	-8.3237	-0.166474	1.440526	n/a	F353CC	-9.9005	-0.198010	1.408990	n/a	
3819	85AD	F55927	-8.3217	-0.166433	1.440567	n/a	F354E1	-9.8972	-0.197944	1.409056	n/a	
3820	85AD	F55A22	-8.3187	-0.166374	1.440626	n/a	F35509	-9.8967	-0.197935	1.409065	n/a	
3821	85AD	F55AD4	-8.3166	-0.166331	1.440669	n/a	F3560F	-9.8936	-0.197872	1.409128	n/a	
3822	85AD	F55B80	-8.3145	-0.166290	1.440710	n/a	F356DE	-9.8911	-0.197823	1.409177	n/a	
3823	85AD	F55C47	-8.3121	-0.166243	1.440757	n/a	F357C4	-9.8884	-0.197768	1.409232	n/a	
3824	85AD	F55CF5	-8.3101	-0.166201	1.440799	n/a	F35897	-9.8859	-0.197718	1.409282	n/a	
3825	85AD	F55D3F	-8.3092	-0.166183	1.440817	n/a	F3595C	-9.8835	-0.197671	1.409329	n/a	
3826	85AD	F55DCC	-8.3075	-0.166150	1.440850	n/a	F35970	-9.8833	-0.197666	1.409334	n/a	
3827	85AD	F55FAE	-8.3017	-0.166035	1.440965	n/a	F35AED	-9.8788	-0.197575	1.409425	n/a	
3828	85AD	F55FFC	-8.3008	-0.166016	1.440984	n/a	F35B5B	-9.8774	-0.197549	1.409451	n/a	
3829	85AD	F560E4	-8.2981	-0.165961	1.441039	n/a	F35B47	-9.8777	-0.197554	1.409446	n/a	
3830	85AD	F5619D	-8.2958	-0.165917	1.441083	n/a	F35C37	-9.8748	-0.197496	1.409504	n/a	
3831	85AD	F561E7	-8.2950	-0.165899	1.441101	n/a	F35D36	-9.8718	-0.197436	1.409564	n/a	
3832	85AD	F562F6	-8.2917	-0.165835	1.441165	n/a	F35E1F	-9.8690	-0.197380	1.409620	n/a	
3833	85AD	F56351	-8.2906	-0.165813	1.441187	n/a	F35E36	-9.8687	-0.197375	1.409625	n/a	
3834	85AD	F56492	-8.2868	-0.165736	1.441264	n/a	F35F47	-9.8655	-0.197310	1.409690	n/a	
3835	85AD	F564FB	-8.2856	-0.165711	1.441289	n/a	F35FE9	-9.8635	-0.197271	1.409729	n/a	
3836	85AD	F565E7	-8.2828	-0.165655	1.441345	n/a	F36039	-9.8626	-0.197252	1.409748	n/a	
3837	85AD	F56690	-8.2807	-0.165615	1.441385	n/a	F360D6	-9.8607	-0.197214	1.409786	n/a	
3838	85AD	F5676F	-8.2781	-0.165562	1.441438	n/a	F362B7	-9.8550	-0.197100	1.409900	n/a	
3839	85AD	F5673F	-8.2787	-0.165573	1.441427	n/a	F362FA	-9.8542	-0.197084	1.409916	n/a	
3840	85AD	F568AB	-8.2743	-0.165486	1.441514	n/a	F36393	-9.8524	-0.197047	1.409953	n/a	
3841	85AD	F569C2	-8.2710	-0.165420	1.441580	n/a	F3643B	-9.8504	-0.197007	1.409993	n/a	
3842	85AD	F56A28	-8.2698	-0.165396	1.441604	n/a	F36524	-9.8476	-0.196952	1.410048	n/a	
3843	85AD	F56ABB	-8.2680	-0.165360	1.441640	n/a	F36563	-9.8468	-0.196937	1.410063	n/a	
3844	85AD	F56B5E	-8.2661	-0.165322	1.441678	n/a	F36603	-9.8449	-0.196898	1.410102	n/a	
3845	85AD	F56BE0	-8.2645	-0.165291	1.441709	n/a	F366D2	-9.8425	-0.196849	1.410151	n/a	
3846	85AD	F56CB5	-8.2620	-0.165240	1.441760	n/a	F367A1	-9.8400	-0.196800	1.410200	n/a	
3847	85AD	F56D6E	-8.2598	-0.165196	1.441804	n/a	F36833	-9.8382	-0.196765	1.410235	n/a	
3848	85AD	F56E74	-8.2567	-0.165133	1.441867	n/a	F368BD	-9.8366	-0.196732	1.410268	n/a	
3849	85AD	F56EB7	-8.2559	-0.165117	1.441883	n/a	F36958	-9.8348	-0.196695	1.410305	n/a	
3850	85AD	F56FC7	-8.2526	-0.165052	1.441948	n/a	F36958	-9.8348	-0.196695	1.410305	n/a	
3851	85AD	F570BB	-8.2497	-0.164994	1.442006	n/a	F36ABA	-9.8305	-0.196611	1.410389	n/a	
3852	85AD	F57153	-8.2479	-0.164958	1.442042	n/a	F36BBC	-9.8275	-0.196549	1.410451	n/a	
3853	85AD	F571CF	-8.2464	-0.164928	1.442072	n/a	F36B75	-9.8283	-0.196566	1.410434	n/a	
3854	85AD	F57250	-8.2449	-0.164898	1.442102	n/a	F36CDE	-9.8240	-0.196480	1.410520	n/a	
3855	85AD	F572DC	-8.2432	-0.164864	1.442136	n/a	F36D8D	-9.8219	-0.196438	1.410562	n/a	
3856	85AD	F57418	-8.2394	-0.164789	1.442211	n/a	F36E05	-9.8205	-0.196410	1.410590	n/a	
3857	85AD	F57416	-8.2395	-0.164789	1.442211	n/a	F36E6D	-9.8192	-0.196385	1.410615	n/a	
3858	85AD	F57560	-8.2355	-0.164711	1.442289	n/a	F36F26	-9.8170	-0.196341	1.410659	n/a	
3859	85AD	F57556	-8.2357	-0.164713	1.442287	n/a	F36FD8	-9.8149	-0.196298	1.410702	n/a	
3860	85AD	F57639	-8.2330	-0.164659	1.442341	n/a	F3703A	-9.8138	-0.196275	1.410725	n/a	
3861	85AD	F5770F	-8.2304	-0.164608	1.442392	n/a	F370CF	-9.8120	-0.196239	1.410761	n/a	
3862	85AD	F57787	-8.2290	-0.164579	1.442421	n/a	F371C5	-9.8090	-0.196181	1.410819	n/a	
3863	85AD	F57857	-8.2265	-0.164530	1.442470	n/a	F37210	-9.8081	-0.196163	1.410837	n/a	
3864	85AD	F57914	-8.2242	-0.164485	1.442515	n/a	F372A4	-9.8064	-0.196128	1.410872	n/a	
3865	85AD	F579B1	-8.2224	-0.164447	1.442553	n/a	F37404	-9.8022	-0.196044	1.410956	n/a	
3866	85AD	F57A35	-8.2208	-0.164416	1.442584	n/a	F37423	-9.8018	-0.196036	1.410964	n/a	
3867	85AD	F57B9B	-8.2165	-0.164331	1.442669	n/a	F374E7	-9.7995	-0.195990	1.411010	n/a	
3868	85AD	F57BE4	-8.2157	-0.164313	1.442687	n/a	F375EA	-9.7964	-0.195928	1.411072	n/a	
3869	85AD	F57C67	-8.2141	-0.164282	1.442718	n/a	F37641	-9.7954	-0.195907	1.411093	n/a	
3870	85AD	F57D10	-8.2121	-0.164242	1.442758	n/a	F376AC	-9.7941	-0.195882	1.411118	n/a	
3871	85AD	F57DA9	-8.2103	-0.164205	1.442795	n/a	F37785	-9.7915	-0.195830	1.411170	n/a	
3872	85AD	F57E62	-8.2080	-0.164161	1.442839	n/a	F3780A	-9.7899	-0.195798	1.411202	n/a	
3873	85AD	F57F6C	-8.2049	-0.164098	1.442902	n/a	F378D3	-9.7875	-0.195750	1.411250	n/a	
3874	85AD	F5804E	-8.2022	-0.164044	1.442956	n/a	F37924	-9.7865	-0.195731	1.411269	n/a	
3875	85AD	F580C0	-8.2008	-0.164017	1.442983	n/a	F37A0E	-9.7838	-0.195675	1.411325	n/a	
3876	85AD	F5816B	-8.1988	-0.163976	1.443024	n/a	F37B74	-9.7795	-0.195590	1.411410	n/a	
3877	85AD	F58228	-8.1965	-0.163931	1.443069	n/a	F37BDF	-9.7782	-0.195564	1.411436	n/a	
3878	85AD	F582D5	-8.1945	-0.163889	1.443111	n/a	F37CAF	-9.7757	-0.195515	1.411485	n/a	
3879	85AD	F5832C	-8.1934	-0.163869	1.443131	n/a	F37D67	-9.7735	-0.195471	1.411529	n/a	
3880	85AD	F584CF	-8.1884	-0.163769	1.443231	n/a	F37DF8	-9.7718	-0.195436	1.411564	n/a	
3881	85AD	F58524	-8.1874	-0.163749	1.443251	n/a	F37ECF	-9.7693	-0.195385	1.411615	n/a	
3882	85AD	F585EF	-8.1850	-0.163700	1.443300	n/a	F37FF5	-9.7657	-0.195315	1.411685	n/a	
3883	85AD	F5870C	-8.1816	-0.163632	1.443368	n/a	F38038	-9.7649	-0.195299	1.411701	n/a	
3884	85AD	F587B8	-8.1796	-0.163591	1.443409	n/a	F3807E	-9.7641	-0.195282	1.411718	n/a	
3885	85AD	F58809	-8.1786	-0.163572	1.443428	n/a	F38147	-9.7617	-0.195234	1.411766	n/a	
3886	85AD	F58935	-8.1750	-0.163500	1.443500	n/a	F381B4	-9.7604	-0.195208	1.411792	n/a	
3887	85AD	F58993	-8.1739	-0.163478	1.443522	n/a	F381E2	-9.7599	-0.195197	1.411803	n/a	
3888	85AD	F58A65	-8.1714	-0.163428	1.443572	n/a	F3831E	-9.7561	-0.195122	1.411878	n/a	
3889	85AD	F58A92	-8.1709	-0.163417	1.443583	n/a	F38312	-9.7562	-0.195125	1.411875	n/a	
3890	85AD	F58BD4	-8.1670	-0.163340	1.443660	n/a	F383FC	-9.7535	-0.195069	1.411931	n/a	
3891	85AD	F58CEA	-8.1637	-0.163274	1.443726	n/a	F384D5	-9.7509	-0.195017	1.411983	n/a	
3892	85AD	F58DA6	-8.1615	-0.163229	1.443771	n/a	F385D0	-9.7479	-0.194958	1.412042	n/a	
3893	85AD	F58DD1	-8.1609	-0.163219	1.443781	n/a	F386BA	-9.7451	-0.194902	1.412098	n/a	
3894	85AD	F58F04	-8.1573	-0.163146	1.443854	n/a	F38723	-9.7438	-0.194877	1.412123	n/a	
3895	85AD	F58F7E	-8.1558	-0.163117	1.443883	n/a	F3878A	-9.7426	-0.194852	1.412148	n/a	
3896	85AD	F58FC7	-8.1550	-0.163099	1.443901	n/a	F38823	-9.7408	-0.194816	1.412184	n/a	
3897	85AD	F59048	-8.1534	-0.163069	1.443931	n/a	F38897	-9.7394	-0.194788	1.412212	n/a	
3898	85AD	F590CD	-8.1518	-0.163037	1.443963	n/a	F388F2	-9.7383	-0.194766	1.412234	n/a	
3899	85AD	F5918B	-8.1496	-0.162992	1.444008	n/a	F389E3	-9.7354	-0.194709	1.412291	n/a	
3900	85AD	F5924A	-8.1473	-0.162946	1.444054	n/a	F38A8B	-9.7334	-0.194669	1.412331	n/a	
3901	85AD	F59361	-8.1440	-0.162879	1.444121	n/a	F38A53	-9.7341	-0.194682	1.412318	n/a	
3902	85AD	F59357	-8.1441	-0.162882	1.444118	n/a	F38B4F	-9.7311	-0.194622	1.412378	n/a	
3903	85AD	F5941A	-8.1418	-0.162835	1.444165	n/a	F38C03	-9.7290	-0.194579	1.412421	n/a	
3904	85AD	F594B6	-8.1399	-0.162798	1.444202	n/a	F38C6C	-9.7277	-0.194554	1.412446	n/a	
3905	85AD	F59550	-8.1381	-0.162761	1.444239	n/a	F38D56	-9.7249	-0.194498	1.412502	n/a	
3906	85AD	F5969E	-8.1341	-0.162682	1.444318	n/a	F38DCE	-9.7235	-0.194470	1.412530	n/a	
3907	85AD	F596BC	-8.1337	-0.162675	1.444325	n/a	F38E56	-9.7219	-0.194437	1.412563	n/a	
3908	85AD	F596EA	-8.1332	-0.162664	1.444336	n/a	F38F7A	-9.7184	-0.194368	1.412632	n/a	
3909	85AD	F5978E	-8.1312	-0.162625	1.444375	n/a	F38FF0	-9.7170	-0.194340	1.412660	n/a	
3910	85AD	F59888	-8.1283	-0.162565	1.444435	n/a	F390F1	-9.7139	-0.194278	1.412722	n/a	
3911	85AD	F598DF	-8.1272	-0.162544	1.444456	n/a	F390E5	-9.7141	-0.194281	1.412719	n/a	
3912	85AD	F59981	-8.1253	-0.162506	1.444494	n/a	F391A4	-9.7118	-0.194236	1.412764	n/a	
3913	85AD	F59A1D	-8.1234	-0.162468	1.444532	n/a	F39225	-9.7102	-0.194205	1.412795	n/a	
3914	85AD	F59B06	-8.1206	-0.162413	1.444587	n/a	F39244	-9.7099	-0.194197	1.412803	n/a	
3915	85AD	F59BAD	-8.1187	-0.162373	1.444627	n/a	F39310	-9.7074	-0.194149	1.412851	n/a	
3916	85AD	F59BD7	-8.1182	-0.162363	1.444637	n/a	F393D7	-9.7051	-0.194101	1.412899	n/a	
3917	85AD	F59CB4	-8.1155	-0.162310	1.444690	n/a	F39444	-9.7038	-0.194075	1.412925	n/a	
3918	85AD	F59D16	-8.1144	-0.162287	1.444713	n/a	F3952A	-9.7010	-0.194021	1.412979	n/a	
3919	85AD	F59E3B	-8.1109	-0.162217	1.444783	n/a	F39555	-9.7005	-0.194010	1.412990	n/a	
3920	85AD	F59EB3	-8.1094	-0.162189	1.444811	n/a	F39602	-9.6985	-0.193969	1.413031	n/a	
3921	85AD	F59F51	-8.1075	-0.162151	1.444849	n/a	F39670	-9.6971	-0.193943	1.413057	n/a	
3922	85AD	F5A063	-8.1043	-0.162086	1.444914	n/a	F3974D	-9.6945	-0.193890	1.413110	n/a	
3923	85AD	F5A0AF	-8.1034	-0.162067	1.444933	n/a	F3979D	-9.6936	-0.193871	1.413129	n/a	
3924	85AD	F5A130	-8.1018	-0.162037	1.444963	n/a	F39800	-9.6924	-0.193847	1.413153	n/a	
3925	85AD	F5A261	-8.0982	-0.161964	1.445036	n/a	F398AB	-9.6903	-0.193807	1.413193	n/a	
3926	85AD	F5A2EF	-8.0965	-0.161930	1.445070	n/a	F3996A	-9.6881	-0.193761	1.413239	n/a	
3927	85AD	F5A3C7	-8.0939	-0.161879	1.445121	n/a	F39A04	-9.6862	-0.193724	1.413276	n/a	
3928	85AD	F5A3CB	-8.0939	-0.161878	1.445122	n/a	F39A0A	-9.6861	-0.193723	1.413277	n/a	
3929	85AD	F5A442	-8.0925	-0.161849	1.445151	n/a	F39AB8	-9.6841	-0.193682	1.413318	n/a	
3930	85AD	F5A509	-8.0901	-0.161802	1.445198	n/a	F39B95	-9.6814	-0.193629	1.413371	n/a	
3931	85AD	F5A60A	-8.0870	-0.161741	1.445259	n/a	F39C3A	-9.6795	-0.193589	1.413411	n/a	
3932	85AD	F5A5F9	-8.0872	-0.161745	1.445255	n/a	F39CCC	-9.6777	-0.193555	1.413445	n/a	
3933	85AD	F5A6D9	-8.0846	-0.161691	1.445309	n/a	F39DAD	-9.6751	-0.193501	1.413499	n/a	
3934	85AD	F5A785	-8.0825	-0.161650	1.445350	n/a	F39DD5	-9.6746	-0.193491	1.413509	n/a	
3935	85AD	F5A861	-8.0799	-0.161598	1.445402	n/a	F39EAE	-9.6720	-0.193440	1.413560	n/a	
3936	85AD	F5A823	-8.0806	-0.161613	1.445387	n/a	F39F2C	-9.6705	-0.193410	1.413590	n/a	
3937	85AD	F5A978	-8.0766	-0.161531	1.445469	n/a	F39F72	-9.6697	-0.193393	1.413607	n/a	
3938	85AD	F5A98D	-8.0763	-0.161526	1.445474	n/a	F39FB2	-9.6689	-0.193378	1.413622	n/a	
3939	85AD	F5A9F8	-8.0750	-0.161501	1.445499	n/a	F39FCD	-9.6686	-0.193371	1.413629	n/a	
3940	85AD	F5AA87	-8.0733	-0.161467	1.445533	n/a	F3A046	-9.6671	-0.193342	1.413658	n/a	
3941	85AD	F5AB97	-8.0701	-0.161402	1.445598	n/a	F3A1A0	-9.6630	-0.193260	1.413740	n/a	
3942	85AD	F5ABF9	-8.0689	-0.161378	1.445622	n/a	F3A203	-9.6618	-0.193236	1.413764	n/a	
3943	85AD	F5AC14	-8.0686	-0.161372	1.445628	n/a	F3A32A	-9.6583	-0.193166	1.413834	n/a	
3944	85AD	F5ACD4	-8.0663	-0.161326	1.445674	n/a	F3A3AE	-9.6567	-0.193135	1.413865	n/a	
3945	85AD	F5ADB8	-8.0636	-0.161272	1.445728	n/a	F3A401	-9.6557	-0.193115	1.413885	n/a	
3946	85AD	F5AE24	-8.0623	-0.161246	1.445754	n/a	F3A455	-9.6547	-0.193095	1.413905	n/a	
3947	85AD	F5AF2B	-8.0592	-0.161183	1.445817	n/a	F3A4B7	-9.6536	-0.193071	1.413929	n/a	
3948	85AD	F5AFA9	-8.0577	-0.161153	1.445847	n/a	F3A5B4	-9.6506	-0.193011	1.413989	n/a	
3949	85AD	F5AFC8	-8.0573	-0.161146	1.445854	n/a	F3A58B	-9.6510	-0.193021	1.413979	n/a	
3950	85AD	F5B089	-8.0550	-0.161100	1.445900	n/a	F3A5A3	-9.6508	-0.193015	1.413985	n/a	
3951	85AD	F5B126	-8.0531	-0.161062	1.445938	n/a	F3A6E8	-9.6469	-0.192938	1.414062	n/a	
3952	85AD	F5B1D1	-8.0511	-0.161022	1.445978	n/a	F3A74C	-9.6457	-0.192914	1.414086	n/a	
3953	85AD	F5B1E3	-8.0509	-0.161017	1.445983	n/a	F3A7E9	-9.6438	-0.192876	1.414124	n/a	
3954	85AD	F5B2C3	-8.0482	-0.160964	1.446036	n/a	F3A826	-9.6431	-0.192862	1.414138	n/a	
3955	85AD	F5B337	-8.0468	-0.160936	1.446064	n/a	F3A8D2	-9.6410	-0.192821	1.414179	n/a	
3956	85AD	F5B388	-8.0459	-0.160917	1.446083	n/a	F3A938	-9.6398	-0.192796	1.414204	n/a	
3957	85AD	F5B3B3	-8.0453	-0.160907	1.446093	n/a	F3A9B2	-9.6384	-0.192767	1.414233	n/a	
3958	85AD	F5B445	-8.0436	-0.160872	1.446128	n/a	F3AA5A	-9.6364	-0.192727	1.414273	n/a	
3959	85AD	F5B57C	-8.0399	-0.160798	1.446202	n/a	F3AAB7	-9.6353	-0.192705	1.414295	n/a	
3960	85AD	F5B605	-8.0383	-0.160765	1.446235	n/a	F3AAAA	-9.6354	-0.192708	1.414292	n/a	
3961	85AD	F5B6AF	-8.0362	-0.160725	1.446275	n/a	F3ABCA	-9.6320	-0.192640	1.414360	n/a	
3962	85AD	F5B78D	-8.0336	-0.160672	1.446328	n/a	F3AC8F	-9.6296	-0.192593	1.414407	n/a	
3963	85AD	F5B78C	-8.0336	-0.160672	1.446328	n/a	F3ACDA	-9.6287	-0.192575	1.414425	n/a	
3964	85AD	F5B817	-8.0319	-0.160639	1.446361	n/a	F3ADAF	-9.6262	-0.192524	1.414476	n/a	
3965	85AD	F5B93B	-8.0285	-0.160569	1.446431	n/a	F3AE1A	-9.6249	-0.192498	1.414502	n/a	
3966	85AD	F5B922	-8.0288	-0.160575	1.446425	n/a	F3AEAE	-9.6232	-0.192463	1.414537	n/a	
3967	85AD	F5B9CC	-8.0267	-0.160535	1.446465	n/a	F3AF2C	-9.6217	-0.192433	1.414567	n/a	
3968	85AD	F5B9EF	-8.0263	-0.160526	1.446474	n/a	F3AFB7	-9.6200	-0.192400	1.414600	n/a	
3969	85AD	F5BB16	-8.0228	-0.160456	1.446544	n/a	F3B031	-9.6185	-0.192371	1.414629	n/a	
3970	85AD	F5BBAA	-8.0210	-0.160421	1.446579	n/a	F3B0EF	-9.6163	-0.192326	1.414674	n/a	
3971	85AD	F5BBDA	-8.0205	-0.160409	1.446591	n/a	F3B168	-9.6148	-0.192297	1.414703	n/a	
3972	85AD	F5BD32	-8.0164	-0.160327	1.446673	n/a	F3B1BA	-9.6139	-0.192277	1.414723	n/a	
3973	85AD	F5BD93	-8.0152	-0.160304	1.446696	n/a	F3B290	-9.6113	-0.192226	1.414774	n/a	
3974	85AD	F5BE78	-8.0125	-0.160249	1.446751	n/a	F3B37D	-9.6085	-0.192170	1.414830	n/a	
3975	85AD	F5BDF3	-8.0141	-0.160281	1.446719	n/a	F3B382	-9.6084	-0.192168	1.414832	n/a	
3976	85AD	F5BEF5	-8.0110	-0.160220	1.446780	n/a	F3B47E	-9.6054	-0.192108	1.414892	n/a	
3977	85AD	F5BFD5	-8.0083	-0.160166	1.446834	n/a	F3B4AE	-9.6048	-0.192097	1.414903	n/a	
3978	85AD	F5C0D1	-8.0053	-0.160106	1.446894	n/a	F3B531	-9.6033	-0.192066	1.414934	n/a	
3979	85AD	F5C0D8	-8.0052	-0.160105	1.446895	n/a	F3B5A5	-9.6019	-0.192038	1.414962	n/a	
3980	85AD	F5C184	-8.0032	-0.160064	1.446936	n/a	F3B655	-9.5998	-0.191996	1.415004	n/a	
3981	85AD	F5C27A	-8.0002	-0.160005	1.446995	n/a	F3B74E	-9.5968	-0.191937	1.415063	n/a	
3982	85AD	F5C260	-8.0006	-0.160011	1.446989	n/a	F3B77C	-9.5963	-0.191926	1.415074	n/a	
3983	85AD	F5C267	-8.0005	-0.160009	1.446991	n/a	F3B7DD	-9.5951	-0.191903	1.415097	n/a	
3984	85AD	F5C367	-7.9974	-0.159948	1.447052	n/a	F3B920	-9.5913	-0.191826	1.415174	n/a	
3985	85AD	F5C425	-7.9952	-0.159903	1.447097	n/a	F3B921	-9.5913	-0.191825	1.415175	n/a	
3986	85AD	F5C4F4	-7.9927	-0.159854	1.447146	n/a	F3BA14	-9.5884	-0.191767	1.415233	n/a	
3987	85AD	F5C503	-7.9925	-0.159850	1.447150	n/a	F3BA18	-9.5883	-0.191767	1.415233	n/a	
3988	85AD	F5C614	-7.9893	-0.159785	1.447215	n/a	F3BB25	-9.5851	-0.191702	1.415298	n/a	
3989	85AD	F5C667	-7.9883	-0.159765	1.447235	n/a	F3BB82	-9.5840	-0.191680	1.415320	n/a	
3990	85AD	F5C729	-7.9860	-0.159719	1.447281	n/a	F3BC32	-9.5819	-0.191638	1.415362	n/a	
3991	85AD	F5C760	-7.9853	-0.159706	1.447294	n/a	F3BC77	-9.5811	-0.191622	1.415378	n/a	
3992	85AD	F5C860	-7.9822	-0.159645	1.447355	n/a	F3BD26	-9.5790	-0.191580	1.415420	n/a	
3993	85AD	F5C904	-7.9803	-0.159606	1.447394	n/a	F3BDAA	-9.5774	-0.191549	1.415451	n/a	
3994	85AD	F5C9BA	-7.9781	-0.159562	1.447438	n/a	F3BE5B	-9.5753	-0.191506	1.415494	n/a	
3995	85AD	F5CA1D	-7.9769	-0.159539	1.447461	n/a	F3BEB0	-9.5743	-0.191486	1.415514	n/a	
3996	85AD	F5CB13	-7.9740	-0.159480	1.447520	n/a	F3BF2D	-9.5728	-0.191456	1.415544	n/a	
3997	85AD	F5CB92	-7.9725	-0.159450	1.447550	n/a	F3BFCC	-9.5709	-0.191418	1.415582	n/a	
3998	85AD	F5CC47	-7.9703	-0.159407	1.447593	n/a	F3C093	-9.5685	-0.191371	1.415629	n/a	
3999	85AD	F5CC59	-7.9701	-0.159402	1.447598	n/a	F3C0AB	-9.5683	-0.191365	1.415635	n/a	
4000	85AD	F5CD6B	-7.9669	-0.159337	1.447663	n/a	F3C13E	-9.5665	-0.191330	1.415670	n/a	
4001	85AD	F5CD72	-7.9668	-0.159335	1.447665	n/a	F3C1E3	-9.5645	-0.191291	1.415709	n/a	
4002	85AD	F5CDDF	-7.9655	-0.159309	1.447691	n/a	F3C25E	-9.5631	-0.191262	1.415738	n/a	
4003	85AD	F5CE09	-7.9650	-0.159299	1.447701	n/a	F3C310	-9.5610	-0.191219	1.415781	n/a	
4004	85AD	F5CF24	-7.9616	-0.159232	1.447768	n/a	F3C39A	-9.5593	-0.191186	1.415814	n/a	
4005	85AD	F5CFB1	-7.9599	-0.159198	1.447802	n/a	F3C41A	-9.5578	-0.191156	1.415844	n/a	
4006	85AD	F5D005	-7.9589	-0.159178	1.447822	n/a	F3C4D0	-9.5556	-0.191112	1.415888	n/a	
4007	85AD	F5D05F	-7.9578	-0.159157	1.447843	n/a	F3C532	-9.5544	-0.191089	1.415911	n/a	
4008	85AD	F5D143	-7.9551	-0.159102	1.447898	n/a	F3C57D	-9.5536	-0.191071	1.415929	n/a	
4009	85AD	F5D1DE	-7.9533	-0.159066	1.447934	n/a	F3C6C2	-9.5497	-0.190994	1.416006	n/a	
4010	85AD	F5D23C	-7.9522	-0.159043	1.447957	n/a	F3C70A	-9.5488	-0.190976	1.416024	n/a	
4011	85AD	F5D2BE	-7.9506	-0.159012	1.447988	n/a	F3C736	-9.5483	-0.190966	1.416034	n/a	
4012	85AD	F5D32C	-7.9493	-0.158986	1.448014	n/a	F3C78E	-9.5472	-0.190945	1.416055	n/a	
4013	85AD	F5D448	-7.9459	-0.158918	1.448082	n/a	F3C808	-9.5458	-0.190916	1.416084	n/a	
4014	85AD	F5D455	-7.9458	-0.158915	1.448085	n/a	F3C864	-9.5447	-0.190894	1.416106	n/a	
4015	85AD	F5D50C	-7.9436	-0.158871	1.448129	n/a	F3C91C	-9.5425	-0.190850	1.416150	n/a	
4016	85AD	F5D5E8	-7.9409	-0.158819	1.448181	n/a	F3C94F	-9.5419	-0.190838	1.416162	n/a	
4017	85AD	F5D627	-7.9402	-0.158804	1.448196	n/a	F3C997	-9.5410	-0.190821	1.416179	n/a	
4018	85AD	F5D6F9	-7.9377	-0.158754	1.448246	n/a	F3CAA9	-9.5378	-0.190755	1.416245	n/a	
4019	85AD	F5D768	-7.9364	-0.158727	1.448273	n/a	F3CB06	-9.5367	-0.190733	1.416267	n/a	
4020	85AD	F5D7A6	-7.9356	-0.158713	1.448287	n/a	F3CB0B	-9.5366	-0.190732	1.416268	n/a	
4021	85AD	F5D893	-7.9328	-0.158656	1.448344	n/a	F3CB70	-9.5354	-0.190708	1.416292	n/a	
4022	85AD	F5D976	-7.9301	-0.158602	1.448398	n/a	F3CC32	-9.5331	-0.190662	1.416338	n/a	
4023	85AD	F5D994	-7.9297	-0.158595	1.448405	n/a	F3CCBE	-9.5314	-0.190628	1.416372	n/a	
4024	85AD	F5DAB7	-7.9263	-0.158525	1.448475	n/a	F3CD66	-9.5294	-0.190588	1.416412	n/a	
4025	85AD	F5DB0A	-7.9253	-0.158506	1.448494	n/a	F3CDF5	-9.5277	-0.190554	1.416446	n/a	
4026	85AD	F5DB02	-7.9254	-0.158508	1.448492	n/a	F3CEB4	-9.5254	-0.190509	1.416491	n/a	
4027	85AD	F5DBDB	-7.9228	-0.158456	1.448544	n/a	F3CEC4	-9.5252	-0.190505	1.416495	n/a	
4028	85AD	F5DC2B	-7.9218	-0.158437	1.448563	n/a	F3CEE4	-9.5249	-0.190497	1.416503	n/a	
4029	85AD	F5DD22	-7.9189	-0.158378	1.448622	n/a	F3CF75	-9.5231	-0.190463	1.416537	n/a	
4030	85AD	F5DCEE	-7.9195	-0.158390	1.448610	n/a	F3CFDB	-9.5219	-0.190438	1.416562	n/a	
4031	85AD	F5DDFA	-7.9163	-0.158326	1.448674	n/a	F3D082	-9.5199	-0.190398	1.416602	n/a	
4032	85AD	F5DF0B	-7.9131	-0.158261	1.448739	n/a	F3D117	-9.5181	-0.190363	1.416637	n/a	
4033	85AD	F5DF3E	-7.9125	-0.158249	1.448751	n/a	F3D1A4	-9.5165	-0.190329	1.416671	n/a	
4034	85AD	F5DFD3	-7.9107	-0.158214	1.448786	n/a	F3D1EE	-9.5156	-0.190312	1.416688	n/a	
4035	85AD	F5E053	-7.9092	-0.158183	1.448817	n/a	F3D309	-9.5122	-0.190244	1.416756	n/a	
